"reader","treatment","case","truth","rating","case2","case3"
"3","1","67",0,2,"3.67","1.67"
"3","2","67",0,1,"3.67","2.67"
"4","1","67",0,1,"4.67","1.67"
"4","2","67",0,2,"4.67","2.67"
"5","1","67",0,1,"5.67","1.67"
"5","2","67",0,1,"5.67","2.67"
"1","1","68",0,1,"1.68","1.68"
"1","2","68",0,1,"1.68","2.68"
"2","1","68",0,2,"2.68","1.68"
"2","2","68",0,2,"2.68","2.68"
"3","1","68",0,1,"3.68","1.68"
"3","2","68",0,2,"3.68","2.68"
"4","1","68",0,1,"4.68","1.68"
"4","2","68",0,1,"4.68","2.68"
"5","1","68",0,1,"5.68","1.68"
"5","2","68",0,1,"5.68","2.68"
"1","1","69",0,1,"1.69","1.69"
"1","2","69",0,1,"1.69","2.69"
"2","1","69",0,2,"2.69","1.69"
"2","2","69",0,2,"2.69","2.69"
"3","1","69",0,2,"3.69","1.69"
"3","2","69",0,1,"3.69","2.69"
"4","1","69",0,1,"4.69","1.69"
"4","2","69",0,1,"4.69","2.69"
"5","1","69",0,3,"5.69","1.69"
"5","2","69",0,1,"5.69","2.69"
"1","1","70",1,5,"1.70","1.70"
"1","2","70",1,5,"1.70","2.70"
"2","1","70",1,5,"2.70","1.70"
"2","2","70",1,5,"2.70","2.70"
"3","1","70",1,5,"3.70","1.70"
"3","2","70",1,5,"3.70","2.70"
"4","1","70",1,5,"4.70","1.70"
"4","2","70",1,5,"4.70","2.70"
"5","1","70",1,5,"5.70","1.70"
"5","2","70",1,5,"5.70","2.70"
"1","1","71",1,5,"1.71","1.71"
"1","2","71",1,3,"1.71","2.71"
"2","1","71",1,3,"2.71","1.71"
"2","2","71",1,3,"2.71","2.71"
"3","1","71",1,4,"3.71","1.71"
"3","2","71",1,2,"3.71","2.71"
"4","1","71",1,5,"4.71","1.71"
"4","2","71",1,4,"4.71","2.71"
"5","1","71",1,2,"5.71","1.71"
"5","2","71",1,2,"5.71","2.71"
"1","1","72",1,5,"1.72","1.72"
"1","2","72",1,5,"1.72","2.72"
"2","1","72",1,5,"2.72","1.72"
"2","2","72",1,5,"2.72","2.72"
"3","1","72",1,5,"3.72","1.72"
"3","2","72",1,5,"3.72","2.72"
"4","1","72",1,5,"4.72","1.72"
"4","2","72",1,5,"4.72","2.72"
"5","1","72",1,5,"5.72","1.72"
"5","2","72",1,5,"5.72","2.72"
"1","1","73",1,5,"1.73","1.73"
"1","2","73",1,5,"1.73","2.73"
"2","1","73",1,5,"2.73","1.73"
"2","2","73",1,5,"2.73","2.73"
"3","1","73",1,5,"3.73","1.73"
"3","2","73",1,5,"3.73","2.73"
"4","1","73",1,5,"4.73","1.73"
"4","2","73",1,5,"4.73","2.73"
"5","1","73",1,2,"5.73","1.73"
"5","2","73",1,4,"5.73","2.73"
"1","1","74",1,4,"1.74","1.74"
"1","2","74",1,5,"1.74","2.74"
"2","1","74",1,5,"2.74","1.74"
"2","2","74",1,5,"2.74","2.74"
"3","1","74",1,5,"3.74","1.74"
"3","2","74",1,5,"3.74","2.74"
"4","1","74",1,5,"4.74","1.74"
"4","2","74",1,5,"4.74","2.74"
"5","1","74",1,5,"5.74","1.74"
"5","2","74",1,5,"5.74","2.74"
"1","1","75",1,5,"1.75","1.75"
"1","2","75",1,5,"1.75","2.75"
"2","1","75",1,5,"2.75","1.75"
"2","2","75",1,5,"2.75","2.75"
"3","1","75",1,5,"3.75","1.75"
"3","2","75",1,5,"3.75","2.75"
"4","1","75",1,5,"4.75","1.75"
"4","2","75",1,5,"4.75","2.75"
"5","1","75",1,5,"5.75","1.75"
"5","2","75",1,5,"5.75","2.75"
"1","1","76",1,5,"1.76","1.76"
"1","2","76",1,5,"1.76","2.76"
"2","1","76",1,5,"2.76","1.76"
"2","2","76",1,5,"2.76","2.76"
"3","1","76",1,5,"3.76","1.76"
"3","2","76",1,5,"3.76","2.76"
"4","1","76",1,5,"4.76","1.76"
"4","2","76",1,5,"4.76","2.76"
"5","1","76",1,5,"5.76","1.76"
"5","2","76",1,5,"5.76","2.76"
"1","1","77",1,5,"1.77","1.77"
"1","2","77",1,5,"1.77","2.77"
"2","1","77",1,4,"2.77","1.77"
"2","2","77",1,5,"2.77","2.77"
"3","1","77",1,5,"3.77","1.77"
"3","2","77",1,5,"3.77","2.77"
"4","1","77",1,5,"4.77","1.77"
"4","2","77",1,5,"4.77","2.77"
"5","1","77",1,5,"5.77","1.77"
"5","2","77",1,5,"5.77","2.77"
"1","1","78",1,4,"1.78","1.78"
"1","2","78",1,4,"1.78","2.78"
"2","1","78",1,2,"2.78","1.78"
"2","2","78",1,2,"2.78","2.78"
"3","1","78",1,5,"3.78","1.78"
"3","2","78",1,5,"3.78","2.78"
"4","1","78",1,5,"4.78","1.78"
"4","2","78",1,4,"4.78","2.78"
"5","1","78",1,1,"5.78","1.78"
"5","2","78",1,5,"5.78","2.78"
"1","1","79",1,5,"1.79","1.79"
"1","2","79",1,5,"1.79","2.79"
"2","1","79",1,5,"2.79","1.79"
"2","2","79",1,5,"2.79","2.79"
"3","1","79",1,5,"3.79","1.79"
"3","2","79",1,5,"3.79","2.79"
"4","1","79",1,5,"4.79","1.79"
"4","2","79",1,5,"4.79","2.79"
"5","1","79",1,5,"5.79","1.79"
"5","2","79",1,4,"5.79","2.79"
"1","1","80",1,5,"1.80","1.80"
"1","2","80",1,5,"1.80","2.80"
"2","1","80",1,5,"2.80","1.80"
"2","2","80",1,5,"2.80","2.80"
"3","1","80",1,5,"3.80","1.80"
"3","2","80",1,5,"3.80","2.80"
"4","1","80",1,5,"4.80","1.80"
"4","2","80",1,5,"4.80","2.80"
"5","1","80",1,4,"5.80","1.80"
"5","2","80",1,5,"5.80","2.80"
"1","1","81",1,5,"1.81","1.81"
"1","2","81",1,5,"1.81","2.81"
"2","1","81",1,5,"2.81","1.81"
"2","2","81",1,5,"2.81","2.81"
"3","1","81",1,5,"3.81","1.81"
"3","2","81",1,5,"3.81","2.81"
"4","1","81",1,5,"4.81","1.81"
"4","2","81",1,5,"4.81","2.81"
"5","1","81",1,5,"5.81","1.81"
"5","2","81",1,5,"5.81","2.81"
"1","1","82",1,4,"1.82","1.82"
"1","2","82",1,5,"1.82","2.82"
"2","1","82",1,4,"2.82","1.82"
"2","2","82",1,3,"2.82","2.82"
"3","1","82",1,5,"3.82","1.82"
"3","2","82",1,3,"3.82","2.82"
"4","1","82",1,5,"4.82","1.82"
"4","2","82",1,4,"4.82","2.82"
"5","1","82",1,4,"5.82","1.82"
"5","2","82",1,3,"5.82","2.82"
"1","1","83",1,3,"1.83","1.83"
"1","2","83",1,4,"1.83","2.83"
"2","1","83",1,4,"2.83","1.83"
"2","2","83",1,4,"2.83","2.83"
"3","1","83",1,4,"3.83","1.83"
"3","2","83",1,5,"3.83","2.83"
"4","1","83",1,5,"4.83","1.83"
"4","2","83",1,5,"4.83","2.83"
"5","1","83",1,5,"5.83","1.83"
"5","2","83",1,4,"5.83","2.83"
"1","1","84",1,4,"1.84","1.84"
"1","2","84",1,4,"1.84","2.84"
"2","1","84",1,2,"2.84","1.84"
"2","2","84",1,4,"2.84","2.84"
"3","1","84",1,2,"3.84","1.84"
"3","2","84",1,4,"3.84","2.84"
"4","1","84",1,5,"4.84","1.84"
"4","2","84",1,5,"4.84","2.84"
"5","1","84",1,2,"5.84","1.84"
"5","2","84",1,3,"5.84","2.84"
"1","1","85",1,2,"1.85","1.85"
"1","2","85",1,3,"1.85","2.85"
"2","1","85",1,2,"2.85","1.85"
"2","2","85",1,2,"2.85","2.85"
"3","1","85",1,3,"3.85","1.85"
"3","2","85",1,1,"3.85","2.85"
"4","1","85",1,1,"4.85","1.85"
"4","2","85",1,5,"4.85","2.85"
"5","1","85",1,2,"5.85","1.85"
"5","2","85",1,3,"5.85","2.85"
"1","1","86",1,4,"1.86","1.86"
"1","2","86",1,3,"1.86","2.86"
"2","1","86",1,2,"2.86","1.86"
"2","2","86",1,4,"2.86","2.86"
"3","1","86",1,5,"3.86","1.86"
"3","2","86",1,4,"3.86","2.86"
"4","1","86",1,5,"4.86","1.86"
"4","2","86",1,5,"4.86","2.86"
"5","1","86",1,3,"5.86","1.86"
"5","2","86",1,3,"5.86","2.86"
"1","1","87",1,5,"1.87","1.87"
"1","2","87",1,5,"1.87","2.87"
"2","1","87",1,5,"2.87","1.87"
"2","2","87",1,5,"2.87","2.87"
"3","1","87",1,5,"3.87","1.87"
"3","2","87",1,5,"3.87","2.87"
"4","1","87",1,5,"4.87","1.87"
"4","2","87",1,5,"4.87","2.87"
"5","1","87",1,5,"5.87","1.87"
"5","2","87",1,5,"5.87","2.87"
"1","1","88",1,5,"1.88","1.88"
"1","2","88",1,5,"1.88","2.88"
"2","1","88",1,5,"2.88","1.88"
"2","2","88",1,4,"2.88","2.88"
"3","1","88",1,5,"3.88","1.88"
"3","2","88",1,5,"3.88","2.88"
"4","1","88",1,5,"4.88","1.88"
"4","2","88",1,5,"4.88","2.88"
"5","1","88",1,5,"5.88","1.88"
"5","2","88",1,5,"5.88","2.88"
"1","1","89",1,5,"1.89","1.89"
"1","2","89",1,5,"1.89","2.89"
"2","1","89",1,5,"2.89","1.89"
"2","2","89",1,5,"2.89","2.89"
"3","1","89",1,5,"3.89","1.89"
"3","2","89",1,5,"3.89","2.89"
"4","1","89",1,5,"4.89","1.89"
"4","2","89",1,5,"4.89","2.89"
"5","1","89",1,5,"5.89","1.89"
"5","2","89",1,5,"5.89","2.89"
"1","1","90",1,5,"1.90","1.90"
"1","2","90",1,5,"1.90","2.90"
"2","1","90",1,5,"2.90","1.90"
"2","2","90",1,5,"2.90","2.90"
"3","1","90",1,5,"3.90","1.90"
"3","2","90",1,5,"3.90","2.90"
"4","1","90",1,5,"4.90","1.90"
"4","2","90",1,5,"4.90","2.90"
"5","1","90",1,5,"5.90","1.90"
"5","2","90",1,5,"5.90","2.90"
"1","1","91",1,5,"1.91","1.91"
"1","2","91",1,5,"1.91","2.91"
"2","1","91",1,5,"2.91","1.91"
"2","2","91",1,5,"2.91","2.91"
"3","1","91",1,5,"3.91","1.91"
"3","2","91",1,5,"3.91","2.91"
"4","1","91",1,5,"4.91","1.91"
"4","2","91",1,5,"4.91","2.91"
"5","1","91",1,5,"5.91","1.91"
"5","2","91",1,5,"5.91","2.91"
"1","1","92",1,5,"1.92","1.92"
"1","2","92",1,5,"1.92","2.92"
"2","1","92",1,5,"2.92","1.92"
"2","2","92",1,4,"2.92","2.92"
"3","1","92",1,5,"3.92","1.92"
"3","2","92",1,5,"3.92","2.92"
"4","1","92",1,5,"4.92","1.92"
"4","2","92",1,5,"4.92","2.92"
"5","1","92",1,5,"5.92","1.92"
"5","2","92",1,5,"5.92","2.92"
"1","1","93",1,5,"1.93","1.93"
"1","2","93",1,5,"1.93","2.93"
"2","1","93",1,5,"2.93","1.93"
"2","2","93",1,5,"2.93","2.93"
"3","1","93",1,5,"3.93","1.93"
"3","2","93",1,5,"3.93","2.93"
"4","1","93",1,5,"4.93","1.93"
"4","2","93",1,5,"4.93","2.93"
"5","1","93",1,4,"5.93","1.93"
"5","2","93",1,5,"5.93","2.93"
"1","1","94",1,1,"1.94","1.94"
"1","2","94",1,3,"1.94","2.94"
"2","1","94",1,2,"2.94","1.94"
"2","2","94",1,2,"2.94","2.94"
"3","1","94",1,2,"3.94","1.94"
"3","2","94",1,2,"3.94","2.94"
"4","1","94",1,5,"4.94","1.94"
"4","2","94",1,4,"4.94","2.94"
"5","1","94",1,1,"5.94","1.94"
"5","2","94",1,2,"5.94","2.94"
"1","1","95",1,5,"1.95","1.95"
"1","2","95",1,5,"1.95","2.95"
"2","1","95",1,4,"2.95","1.95"
"2","2","95",1,5,"2.95","2.95"
"3","1","95",1,5,"3.95","1.95"
"3","2","95",1,5,"3.95","2.95"
"4","1","95",1,5,"4.95","1.95"
"4","2","95",1,5,"4.95","2.95"
"5","1","95",1,4,"5.95","1.95"
"5","2","95",1,5,"5.95","2.95"
"1","1","96",1,4,"1.96","1.96"
"1","2","96",1,5,"1.96","2.96"
"2","1","96",1,3,"2.96","1.96"
"2","2","96",1,2,"2.96","2.96"
"3","1","96",1,2,"3.96","1.96"
"3","2","96",1,3,"3.96","2.96"
"4","1","96",1,4,"4.96","1.96"
"4","2","96",1,5,"4.96","2.96"
"5","1","96",1,4,"5.96","1.96"
"5","2","96",1,1,"5.96","2.96"
"1","1","97",1,4,"1.97","1.97"
"1","2","97",1,3,"1.97","2.97"
"2","1","97",1,3,"2.97","1.97"
"2","2","97",1,3,"2.97","2.97"
"3","1","97",1,2,"3.97","1.97"
"3","2","97",1,3,"3.97","2.97"
"4","1","97",1,5,"4.97","1.97"
"4","2","97",1,4,"4.97","2.97"
"5","1","97",1,3,"5.97","1.97"
"5","2","97",1,3,"5.97","2.97"
"1","1","98",1,5,"1.98","1.98"
"1","2","98",1,5,"1.98","2.98"
"2","1","98",1,5,"2.98","1.98"
"2","2","98",1,5,"2.98","2.98"
"3","1","98",1,5,"3.98","1.98"
"3","2","98",1,5,"3.98","2.98"
"4","1","98",1,4,"4.98","1.98"
"4","2","98",1,4,"4.98","2.98"
"5","1","98",1,2,"5.98","1.98"
"5","2","98",1,3,"5.98","2.98"
"1","1","99",1,4,"1.99","1.99"
"1","2","99",1,5,"1.99","2.99"
"2","1","99",1,4,"2.99","1.99"
"2","2","99",1,5,"2.99","2.99"
"3","1","99",1,5,"3.99","1.99"
"3","2","99",1,5,"3.99","2.99"
"4","1","99",1,4,"4.99","1.99"
"4","2","99",1,5,"4.99","2.99"
"5","1","99",1,2,"5.99","1.99"
"5","2","99",1,2,"5.99","2.99"
"1","1","100",1,5,"1.100","1.100"
"1","2","100",1,5,"1.100","2.100"
"2","1","100",1,5,"2.100","1.100"
"2","2","100",1,5,"2.100","2.100"
"3","1","100",1,5,"3.100","1.100"
"3","2","100",1,5,"3.100","2.100"
"4","1","100",1,5,"4.100","1.100"
"4","2","100",1,5,"4.100","2.100"
"5","1","100",1,1,"5.100","1.100"
"5","2","100",1,5,"5.100","2.100"
"1","1","101",1,5,"1.101","1.101"
"1","2","101",1,5,"1.101","2.101"
"2","1","101",1,5,"2.101","1.101"
"2","2","101",1,3,"2.101","2.101"
"3","1","101",1,5,"3.101","1.101"
"3","2","101",1,4,"3.101","2.101"
"4","1","101",1,5,"4.101","1.101"
"4","2","101",1,5,"4.101","2.101"
"5","1","101",1,5,"5.101","1.101"
"5","2","101",1,3,"5.101","2.101"
"1","1","102",1,3,"1.102","1.102"
"1","2","102",1,4,"1.102","2.102"
"2","1","102",1,2,"2.102","1.102"
"2","2","102",1,2,"2.102","2.102"
"3","1","102",1,2,"3.102","1.102"
"3","2","102",1,3,"3.102","2.102"
"4","1","102",1,3,"4.102","1.102"
"4","2","102",1,5,"4.102","2.102"
"5","1","102",1,1,"5.102","1.102"
"5","2","102",1,2,"5.102","2.102"
"1","1","103",1,5,"1.103","1.103"
"1","2","103",1,4,"1.103","2.103"
"2","1","103",1,4,"2.103","1.103"
"2","2","103",1,4,"2.103","2.103"
"3","1","103",1,5,"3.103","1.103"
"3","2","103",1,5,"3.103","2.103"
"4","1","103",1,5,"4.103","1.103"
"4","2","103",1,5,"4.103","2.103"
"5","1","103",1,5,"5.103","1.103"
"5","2","103",1,5,"5.103","2.103"
"1","1","104",1,5,"1.104","1.104"
"1","2","104",1,5,"1.104","2.104"
"2","1","104",1,2,"2.104","1.104"
"2","2","104",1,2,"2.104","2.104"
"3","1","104",1,5,"3.104","1.104"
"3","2","104",1,5,"3.104","2.104"
"4","1","104",1,5,"4.104","1.104"
"4","2","104",1,5,"4.104","2.104"
"5","1","104",1,1,"5.104","1.104"
"5","2","104",1,4,"5.104","2.104"
"1","1","105",1,5,"1.105","1.105"
"1","2","105",1,5,"1.105","2.105"
"2","1","105",1,5,"2.105","1.105"
"2","2","105",1,5,"2.105","2.105"
"3","1","105",1,5,"3.105","1.105"
"3","2","105",1,5,"3.105","2.105"
"4","1","105",1,5,"4.105","1.105"
"4","2","105",1,5,"4.105","2.105"
"5","1","105",1,5,"5.105","1.105"
"5","2","105",1,5,"5.105","2.105"
"1","1","106",1,1,"1.106","1.106"
"1","2","106",1,5,"1.106","2.106"
"2","1","106",1,2,"2.106","1.106"
"2","2","106",1,5,"2.106","2.106"
"3","1","106",1,2,"3.106","1.106"
"3","2","106",1,5,"3.106","2.106"
"4","1","106",1,1,"4.106","1.106"
"4","2","106",1,5,"4.106","2.106"
"5","1","106",1,1,"5.106","1.106"
"5","2","106",1,5,"5.106","2.106"
"1","1","107",1,1,"1.107","1.107"
"1","2","107",1,3,"1.107","2.107"
"2","1","107",1,2,"2.107","1.107"
"2","2","107",1,2,"2.107","2.107"
"3","1","107",1,2,"3.107","1.107"
"3","2","107",1,3,"3.107","2.107"
"4","1","107",1,2,"4.107","1.107"
"4","2","107",1,3,"4.107","2.107"
"5","1","107",1,1,"5.107","1.107"
"5","2","107",1,3,"5.107","2.107"
"1","1","108",1,5,"1.108","1.108"
"1","2","108",1,5,"1.108","2.108"
"2","1","108",1,5,"2.108","1.108"
"2","2","108",1,5,"2.108","2.108"
"3","1","108",1,5,"3.108","1.108"
"3","2","108",1,4,"3.108","2.108"
"4","1","108",1,5,"4.108","1.108"
"4","2","108",1,5,"4.108","2.108"
"5","1","108",1,5,"5.108","1.108"
"5","2","108",1,3,"5.108","2.108"
"1","1","109",1,5,"1.109","1.109"
"1","2","109",1,5,"1.109","2.109"
"2","1","109",1,5,"2.109","1.109"
"2","2","109",1,5,"2.109","2.109"
"3","1","109",1,5,"3.109","1.109"
"3","2","109",1,5,"3.109","2.109"
"4","1","109",1,5,"4.109","1.109"
"4","2","109",1,5,"4.109","2.109"
"5","1","109",1,5,"5.109","1.109"
"5","2","109",1,5,"5.109","2.109"
"1","1","110",1,5,"1.110","1.110"
"1","2","110",1,5,"1.110","2.110"
"2","1","110",1,5,"2.110","1.110"
"2","2","110",1,5,"2.110","2.110"
"3","1","110",1,5,"3.110","1.110"
"3","2","110",1,5,"3.110","2.110"
"4","1","110",1,5,"4.110","1.110"
"4","2","110",1,5,"4.110","2.110"
"5","1","110",1,5,"5.110","1.110"
"5","2","110",1,5,"5.110","2.110"
"1","1","111",1,4,"1.111","1.111"
"1","2","111",1,5,"1.111","2.111"
"2","1","111",1,5,"2.111","1.111"
"2","2","111",1,5,"2.111","2.111"
"3","1","111",1,5,"3.111","1.111"
"3","2","111",1,5,"3.111","2.111"
"4","1","111",1,5,"4.111","1.111"
"4","2","111",1,5,"4.111","2.111"
"5","1","111",1,3,"5.111","1.111"
"5","2","111",1,5,"5.111","2.111"
"1","1","112",1,4,"1.112","1.112"
"1","2","112",1,5,"1.112","2.112"
"2","1","112",1,3,"2.112","1.112"
"2","2","112",1,5,"2.112","2.112"
"3","1","112",1,5,"3.112","1.112"
"3","2","112",1,5,"3.112","2.112"
"4","1","112",1,5,"4.112","1.112"
"4","2","112",1,5,"4.112","2.112"
"5","1","112",1,5,"5.112","1.112"
"5","2","112",1,5,"5.112","2.112"
"1","1","113",1,5,"1.113","1.113"
"1","2","113",1,5,"1.113","2.113"
"2","1","113",1,5,"2.113","1.113"
"2","2","113",1,5,"2.113","2.113"
"3","1","113",1,5,"3.113","1.113"
"3","2","113",1,5,"3.113","2.113"
"4","1","113",1,5,"4.113","1.113"
"4","2","113",1,5,"4.113","2.113"
"5","1","113",1,5,"5.113","1.113"
"5","2","113",1,5,"5.113","2.113"
"1","1","114",1,1,"1.114","1.114"
"1","2","114",1,1,"1.114","2.114"
"2","1","114",1,2,"2.114","1.114"
"2","2","114",1,2,"2.114","2.114"
"3","1","114",1,2,"3.114","1.114"
"3","2","114",1,1,"3.114","2.114"
"4","1","114",1,5,"4.114","1.114"
"4","2","114",1,5,"4.114","2.114"
"5","1","114",1,2,"5.114","1.114"
"5","2","114",1,3,"5.114","2.114"
